risk_id,risk_title,risk_description,department,risk_category,asset_type,risk_owner,likelihood,impact,asset_criticality,data_sensitivity,vulnerability_count,critical_vulnerability_count,past_incident_count,policy_violation_count,audit_finding_count,third_party_dependency,number_of_controls,control_effectiveness,control_test_pass_rate,days_since_control_test,open_control_deficiencies,regulatory_relevance,treatment_status,treatment_due_days,risk_accepted,days_open,inherent_risk_score,residual_risk_score,adjusted_risk_score,risk_level,action_status
R01061,Access Management risk affecting endpoint fleet,Potential access management event may affect the endpoint fleet used by Customer Support.,Customer Support,Access Management,Endpoint Fleet,R. Gunawardena,3,4,3,2,7,2,0,0,1,0,2,0.676,0.737,50,1,None,Planned,164,0,200,12,3.89,2.99,Low,Open
R01062,Financial risk affecting network infrastructure,Potential financial event may affect the network infrastructure used by Sales.,Sales,Financial,Network Infrastructure,N. Silva,2,3,4,2,1,0,3,2,2,1,7,0.684,0.735,274,1,SOX,In Progress,-99,0,509,6,1.9,3.35,Low,Overdue
R01063,Operational risk affecting payment system,Potential operational event may affect the payment system used by Information Technology.,Information Technology,Operational,Payment System,S. Jayasinghe,3,2,3,3,2,0,0,1,2,0,1,0.739,0.61,277,2,None,Implemented,-58,0,797,6,1.57,3.83,Low,Closed
R01064,Operational risk affecting network infrastructure,Potential operational event may affect the network infrastructure used by Human Resources.,Human Resources,Operational,Network Infrastructure,M. Wijesinghe,2,2,1,2,19,1,0,1,2,0,1,0.75,0.602,15,1,GDPR,Implemented,-341,0,120,4,1.0,1.74,Low,Closed
R01065,Third-Party risk affecting hr platform,Potential third-party event may affect the hr platform used by Finance.,Finance,Third-Party,HR Platform,S. Jayasinghe,4,3,4,3,13,2,3,0,2,1,2,0.585,0.668,76,1,None,Implemented,5,0,157,12,4.98,8.23,Medium,Closed
R01066,Regulatory Compliance risk affecting web application,Potential regulatory compliance event may affect the web application used by Human Resources.,Human Resources,Regulatory Compliance,Web Application,D. Senanayake,1,1,4,2,8,1,0,0,4,0,3,0.843,0.714,184,0,SOX,Not Started,-169,0,651,1,0.16,1.4,Low,Overdue
R01067,Financial risk affecting web application,Potential financial event may affect the web application used by Customer Support.,Customer Support,Financial,Web Application,M. Wijesinghe,2,5,2,2,4,1,2,1,0,0,4,0.785,0.779,214,3,ISO 27001,Implemented,-74,0,227,10,2.15,2.51,Low,Closed
R01068,Financial risk affecting network infrastructure,Potential financial event may affect the network infrastructure used by Operations.,Operations,Financial,Network Infrastructure,R. Gunawardena,4,2,4,4,6,1,1,2,6,0,5,0.616,0.623,10,1,GDPR,Planned,9,0,632,8,3.07,6.33,Medium,Open
R01069,Access Management risk affecting payment system,Potential access management event may affect the payment system used by Legal.,Legal,Access Management,Payment System,R. Gunawardena,2,3,3,4,14,0,1,2,1,0,7,0.679,0.639,16,2,GDPR,In Progress,5,0,138,6,1.93,3.69,Low,Open
R01070,Operational risk affecting erp system,Potential operational event may affect the erp system used by Sales.,Sales,Operational,ERP System,A. Perera,3,2,4,3,3,0,0,3,1,0,4,0.789,0.719,243,0,PCI DSS,Risk Accepted,-325,1,734,6,1.27,2.21,Low,Open
R01071,Third-Party risk affecting network infrastructure,Potential third-party event may affect the network infrastructure used by Finance.,Finance,Third-Party,Network Infrastructure,M. Wijesinghe,3,5,4,2,7,1,0,1,1,1,5,0.586,0.416,236,2,None,In Progress,-7,0,375,15,6.22,11.6,High,Overdue
R01072,Data Privacy risk affecting erp system,Potential data privacy event may affect the erp system used by Information Technology.,Information Technology,Data Privacy,ERP System,S. Jayasinghe,4,2,3,5,3,3,1,1,4,0,6,0.563,0.598,342,1,GDPR,In Progress,16,0,775,8,3.49,6.44,Medium,Open
R01073,Regulatory Compliance risk affecting network infrastructure,Potential regulatory compliance event may affect the network infrastructure used by Sales.,Sales,Regulatory Compliance,Network Infrastructure,K. Fernando,2,3,3,3,5,2,1,1,3,0,5,0.786,0.927,169,0,SOX,Planned,146,0,740,6,1.28,2.14,Low,Open
R01074,Data Privacy risk affecting database,Potential data privacy event may affect the database used by Sales.,Sales,Data Privacy,Database,K. Fernando,4,3,2,3,8,0,1,2,3,0,4,0.698,0.725,240,0,SOX,In Progress,234,0,647,12,3.62,3.86,Low,Open
R01075,Data Privacy risk affecting web application,Potential data privacy event may affect the web application used by Information Technology.,Information Technology,Data Privacy,Web Application,D. Senanayake,3,3,3,4,5,0,0,2,4,0,1,0.701,0.678,266,4,Local Privacy Law,Implemented,-226,0,500,9,2.69,5.35,Low,Closed
R01076,Business Continuity risk affecting payment system,Potential business continuity event may affect the payment system used by Procurement.,Procurement,Business Continuity,Payment System,S. Jayasinghe,3,3,4,2,2,2,0,0,1,0,4,0.395,0.27,69,2,None,In Progress,-156,0,879,9,5.45,8.33,Medium,Overdue
R01077,Cybersecurity risk affecting erp system,Potential cybersecurity event may affect the erp system used by Sales.,Sales,Cybersecurity,ERP System,R. Gunawardena,3,2,3,3,10,2,0,2,1,0,4,0.619,0.676,386,0,None,Implemented,-278,0,127,6,2.29,3.2,Low,Closed
R01078,Third-Party risk affecting web application,Potential third-party event may affect the web application used by Human Resources.,Human Resources,Third-Party,Web Application,N. Silva,4,3,4,4,16,2,0,3,1,1,4,0.861,1.0,337,0,GDPR,Risk Accepted,-153,1,279,12,1.67,2.67,Low,Open
R01079,Business Continuity risk affecting database,Potential business continuity event may affect the database used by Information Technology.,Information Technology,Business Continuity,Database,A. Perera,3,5,3,3,5,0,0,1,1,0,1,0.644,0.721,11,1,None,Planned,-106,0,408,15,5.34,5.78,Medium,Overdue
R01080,Data Privacy risk affecting payment system,Potential data privacy event may affect the payment system used by Finance.,Finance,Data Privacy,Payment System,R. Gunawardena,2,3,4,2,9,0,0,3,3,0,6,0.759,0.798,475,1,SOX,In Progress,98,0,329,6,1.44,2.17,Low,Open
R01081,Access Management risk affecting web application,Potential access management event may affect the web application used by Human Resources.,Human Resources,Access Management,Web Application,D. Senanayake,2,4,2,2,3,1,1,1,0,0,2,0.854,0.788,420,1,None,Not Started,-53,0,25,8,1.17,0.65,Low,Overdue
R01082,Access Management risk affecting vendor service,Potential access management event may affect the vendor service used by Information Technology.,Information Technology,Access Management,Vendor Service,K. Fernando,3,3,3,3,3,1,2,2,1,1,2,0.323,0.3,168,2,SOX,Planned,221,0,452,9,6.09,8.28,Medium,Open
R01083,Regulatory Compliance risk affecting endpoint fleet,Potential regulatory compliance event may affect the endpoint fleet used by Legal.,Legal,Regulatory Compliance,Endpoint Fleet,A. Perera,3,2,4,5,6,1,0,2,3,0,4,0.886,0.946,391,0,ISO 27001,Risk Accepted,-185,1,130,6,0.68,2.34,Low,Open
R01084,Access Management risk affecting hr platform,Potential access management event may affect the hr platform used by Customer Support.,Customer Support,Access Management,HR Platform,D. Senanayake,2,2,4,4,1,1,0,2,1,0,3,0.539,0.502,418,2,GDPR,Planned,16,0,390,4,1.85,2.14,Low,Open
R01085,Financial risk affecting endpoint fleet,Potential financial event may affect the endpoint fleet used by Finance.,Finance,Financial,Endpoint Fleet,A. Perera,3,3,4,2,11,0,1,0,3,1,1,0.786,0.737,163,0,ISO 27001,Risk Accepted,-306,1,335,9,1.93,3.39,Low,Open
R01086,Regulatory Compliance risk affecting payment system,Potential regulatory compliance event may affect the payment system used by Finance.,Finance,Regulatory Compliance,Payment System,D. Senanayake,3,5,3,5,2,1,1,1,1,0,4,0.643,0.573,189,2,SOX,In Progress,50,0,544,15,5.36,8.57,Medium,Open
R01087,Financial risk affecting hr platform,Potential financial event may affect the hr platform used by Operations.,Operations,Financial,HR Platform,M. Wijesinghe,2,3,4,2,3,1,0,1,1,1,2,0.59,0.622,441,2,SOX,Risk Accepted,22,1,88,6,2.46,2.97,Low,Open
R01088,Third-Party risk affecting cloud service,Potential third-party event may affect the cloud service used by Finance.,Finance,Third-Party,Cloud Service,A. Perera,3,3,1,5,0,0,1,1,2,1,3,0.646,0.689,381,2,NIST CSF,In Progress,-54,0,197,9,3.19,4.76,Low,Overdue
R01089,Business Continuity risk affecting hr platform,Potential business continuity event may affect the hr platform used by Legal.,Legal,Business Continuity,HR Platform,S. Jayasinghe,3,4,4,2,4,1,1,2,0,0,5,0.602,0.404,77,2,GDPR,In Progress,-83,0,810,12,4.77,3.75,Low,Overdue
R01090,Access Management risk affecting vendor service,Potential access management event may affect the vendor service used by Information Technology.,Information Technology,Access Management,Vendor Service,A. Perera,3,3,5,2,5,0,1,5,4,1,3,0.868,0.861,310,0,SOX,Risk Accepted,30,1,751,9,1.19,5.4,Low,Open
R01091,Cybersecurity risk affecting vendor service,Potential cybersecurity event may affect the vendor service used by Sales.,Sales,Cybersecurity,Vendor Service,T. Karunaratne,2,2,3,2,8,0,0,1,1,1,1,0.615,0.848,229,1,None,In Progress,103,0,825,4,1.54,4.48,Low,Open
R01092,Operational risk affecting web application,Potential operational event may affect the web application used by Sales.,Sales,Operational,Web Application,T. Karunaratne,4,1,3,3,14,2,1,1,2,1,1,0.792,0.639,96,2,None,In Progress,103,0,402,4,0.83,3.81,Low,Open
R01093,Regulatory Compliance risk affecting vendor service,Potential regulatory compliance event may affect the vendor service used by Legal.,Legal,Regulatory Compliance,Vendor Service,S. Jayasinghe,4,2,3,4,2,1,0,0,1,1,2,0.676,0.623,481,3,GDPR,In Progress,-1,0,491,8,2.59,3.53,Low,Overdue
R01094,Financial risk affecting erp system,Potential financial event may affect the erp system used by Sales.,Sales,Financial,ERP System,M. Wijesinghe,2,4,3,5,9,0,1,0,2,0,5,0.611,0.553,272,3,ISO 27001,Implemented,-322,0,21,8,3.11,5.25,Low,Closed
R01095,Access Management risk affecting erp system,Potential access management event may affect the erp system used by Information Technology.,Information Technology,Access Management,ERP System,R. Gunawardena,2,3,2,4,2,2,0,1,2,0,5,0.876,0.739,477,0,Local Privacy Law,Planned,224,0,398,6,0.74,1.58,Low,Open
R01096,Cybersecurity risk affecting endpoint fleet,Potential cybersecurity event may affect the endpoint fleet used by Operations.,Operations,Cybersecurity,Endpoint Fleet,A. Perera,4,3,2,2,10,1,1,1,1,0,7,0.76,0.721,328,2,GDPR,In Progress,-54,0,421,12,2.88,3.0,Low,Overdue
R01097,Cybersecurity risk affecting erp system,Potential cybersecurity event may affect the erp system used by Legal.,Legal,Cybersecurity,ERP System,D. Senanayake,2,4,4,3,7,3,1,0,0,0,5,0.624,0.825,494,0,None,Not Started,-171,0,579,8,3.0,4.93,Low,Overdue
R01098,Data Privacy risk affecting cloud service,Potential data privacy event may affect the cloud service used by Finance.,Finance,Data Privacy,Cloud Service,A. Perera,4,2,3,4,3,0,0,0,2,0,2,0.723,0.768,408,1,PCI DSS,Planned,-161,0,505,8,2.22,1.51,Low,Overdue
R01099,Access Management risk affecting database,Potential access management event may affect the database used by Operations.,Operations,Access Management,Database,S. Jayasinghe,2,4,4,5,5,0,0,0,4,0,3,0.62,0.615,191,1,PCI DSS,In Progress,113,0,93,8,3.04,4.79,Low,Open
R01100,Access Management risk affecting network infrastructure,Potential access management event may affect the network infrastructure used by Customer Support.,Customer Support,Access Management,Network Infrastructure,K. Fernando,2,4,4,2,1,1,0,1,3,0,7,0.709,0.719,82,1,None,Not Started,40,0,207,8,2.33,4.59,Low,Open
R01101,Third-Party risk affecting network infrastructure,Potential third-party event may affect the network infrastructure used by Procurement.,Procurement,Third-Party,Network Infrastructure,N. Silva,3,4,3,2,16,1,3,1,0,1,6,0.717,0.661,99,2,None,Implemented,-271,0,38,12,3.39,5.7,Medium,Closed
R01102,Third-Party risk affecting cloud service,Potential third-party event may affect the cloud service used by Sales.,Sales,Third-Party,Cloud Service,N. Silva,2,3,4,3,5,1,0,1,3,1,4,0.575,0.633,301,1,None,In Progress,223,0,626,6,2.55,1.72,Low,Open
R01103,Access Management risk affecting hr platform,Potential access management event may affect the hr platform used by Information Technology.,Information Technology,Access Management,HR Platform,M. Wijesinghe,2,2,5,3,11,1,1,1,1,0,1,0.708,0.692,127,2,None,In Progress,93,0,217,4,1.17,3.4,Low,Open
R01104,Data Privacy risk affecting network infrastructure,Potential data privacy event may affect the network infrastructure used by Legal.,Legal,Data Privacy,Network Infrastructure,R. Gunawardena,3,4,3,3,2,1,1,1,0,0,2,0.871,1.0,136,1,SOX,Not Started,164,0,827,12,1.55,0.62,Low,Open
R01105,Cybersecurity risk affecting network infrastructure,Potential cybersecurity event may affect the network infrastructure used by Legal.,Legal,Cybersecurity,Network Infrastructure,T. Karunaratne,2,3,3,2,8,0,1,1,2,1,3,0.423,0.438,492,2,None,Not Started,-32,0,71,6,3.46,6.32,Medium,Overdue
R01106,Access Management risk affecting web application,Potential access management event may affect the web application used by Procurement.,Procurement,Access Management,Web Application,A. Perera,3,2,4,3,7,2,1,2,2,0,1,0.733,0.709,30,0,None,Implemented,-69,0,292,6,1.6,3.08,Low,Closed
R01107,Cybersecurity risk affecting cloud service,Potential cybersecurity event may affect the cloud service used by Information Technology.,Information Technology,Cybersecurity,Cloud Service,K. Fernando,3,3,4,2,9,0,0,5,2,0,5,0.839,0.905,92,1,None,Implemented,-277,0,808,9,1.45,3.57,Low,Closed
R01108,Financial risk affecting erp system,Potential financial event may affect the erp system used by Customer Support.,Customer Support,Financial,ERP System,M. Wijesinghe,4,4,3,2,7,2,1,2,0,0,7,0.784,0.652,207,0,SOX,In Progress,-1,0,252,16,3.45,5.48,Low,Overdue
R01109,Financial risk affecting web application,Potential financial event may affect the web application used by Customer Support.,Customer Support,Financial,Web Application,S. Jayasinghe,2,5,2,3,11,0,1,2,1,0,5,0.636,0.619,27,2,ISO 27001,In Progress,-134,0,324,10,3.64,6.16,Medium,Overdue
R01110,Cybersecurity risk affecting payment system,Potential cybersecurity event may affect the payment system used by Finance.,Finance,Cybersecurity,Payment System,M. Wijesinghe,2,4,4,4,11,1,1,1,0,0,4,0.53,0.524,17,1,Local Privacy Law,Not Started,207,0,16,8,3.76,4.84,Low,Open
R01111,Access Management risk affecting endpoint fleet,Potential access management event may affect the endpoint fleet used by Human Resources.,Human Resources,Access Management,Endpoint Fleet,T. Karunaratne,2,3,3,3,8,2,1,0,1,1,4,0.568,0.539,175,2,None,Implemented,-16,0,136,6,2.59,3.9,Low,Closed
R01112,Financial risk affecting cloud service,Potential financial event may affect the cloud service used by Sales.,Sales,Financial,Cloud Service,D. Senanayake,2,3,4,1,6,0,0,0,1,0,3,0.818,0.777,347,2,Local Privacy Law,Implemented,0,0,486,6,1.09,1.2,Low,Closed
R01113,Cybersecurity risk affecting payment system,Potential cybersecurity event may affect the payment system used by Information Technology.,Information Technology,Cybersecurity,Payment System,A. Perera,2,4,4,3,5,0,1,1,3,0,7,0.414,0.391,128,3,Local Privacy Law,In Progress,3,0,486,8,4.68,8.01,Medium,Open
R01114,Data Privacy risk affecting hr platform,Potential data privacy event may affect the hr platform used by Information Technology.,Information Technology,Data Privacy,HR Platform,R. Gunawardena,2,3,4,3,4,4,0,1,1,0,7,0.707,0.727,153,2,ISO 27001,Risk Accepted,-232,1,437,6,1.76,4.56,Low,Open
R01115,Financial risk affecting database,Potential financial event may affect the database used by Information Technology.,Information Technology,Financial,Database,D. Senanayake,2,3,4,4,10,0,1,1,1,0,3,0.72,0.669,52,1,Local Privacy Law,In Progress,154,0,223,6,1.68,3.76,Low,Open
R01116,Third-Party risk affecting database,Potential third-party event may affect the database used by Operations.,Operations,Third-Party,Database,R. Gunawardena,3,3,3,2,9,1,2,2,0,1,6,0.596,0.599,362,3,GDPR,In Progress,-53,0,882,9,3.64,9.64,High,Overdue
R01117,Access Management risk affecting web application,Potential access management event may affect the web application used by Legal.,Legal,Access Management,Web Application,M. Wijesinghe,4,4,3,2,1,1,0,0,2,0,5,0.576,0.475,186,1,None,Planned,223,0,26,16,6.78,7.0,Medium,Open
R01118,Regulatory Compliance risk affecting network infrastructure,Potential regulatory compliance event may affect the network infrastructure used by Human Resources.,Human Resources,Regulatory Compliance,Network Infrastructure,A. Perera,2,4,4,3,6,0,1,1,3,0,3,0.291,0.192,427,4,Local Privacy Law,In Progress,133,0,504,8,5.67,7.65,Medium,Open
R01119,Cybersecurity risk affecting payment system,Potential cybersecurity event may affect the payment system used by Operations.,Operations,Cybersecurity,Payment System,N. Silva,2,3,3,3,13,0,3,0,1,0,3,0.15,0.056,222,6,None,Implemented,-7,0,184,6,5.1,10.53,High,Closed
